nltk.tag.brill.nltkdemo18, nltk.tag.brill.nltkdemo18plus, nltk.tag.brill.fntbl37, nltk.tag.brill.brill24
0.5725879559680552,0.6017267429311461,0.7543708180444636,0.7650766242175696
