0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0.6458018562486509,0.689229440966976,0.7089143103820419,0.7263544139866177,0.7368875458666091,0.7456075976688971,0.7524282322469242,0.758687675372329,0.7624433412475717,0.7681847614936327,0.7718540902223181,0.773624001726743,0.7772933304554285,0.7803151305849342,0.7835096050075545,0.7862292251241096,0.788430822361321,0.7901575652924671,0.790287071012303,0.790287071012303,0.790287071012303,0.790287071012303,0.790287071012303,0.790287071012303,0.790287071012303,0.790287071012303,0.790287071012303,0.790287071012303,0.790287071012303,0.790287071012303,0.790287071012303,0.790287071012303,0.790287071012303,0.790287071012303,0.790287071012303,0.790287071012303,0.790287071012303,0.790287071012303,0.790287071012303,0.790287071012303
