1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0.6458018562486509,0.6458018562486509,0.6458018562486509,0.6458018562486509,0.6458018562486509,0.6458018562486509,0.6458018562486509,0.6458018562486509,0.6458018562486509,0.6458018562486509,0.6458018562486509,0.6458018562486509,0.6458018562486509,0.6458018562486509,0.6458018562486509,0.6458018562486509,0.6458018562486509,0.6458018562486509,0.6458018562486509,0.6458018562486509,0.6458018562486509,0.6458018562486509,0.6458018562486509,0.6458018562486509,0.6458018562486509,0.6458018562486509,0.6458018562486509,0.6455860133822577,0.6449816533563566,0.6404921217353766
